Date,Region,Product,Share
202005,Sucre,paceña pilsener 473cc lat x24,0.6
202005,Potosi,paceña pilsener 473cc lat x24,0.15
202005,Tarija,paceña pilsener 473cc lat x24,0.01
202005,Tarija,paceña pilsener 473cc lat x24,0.25
202005,Oruro Ciudad,paceña pilsener 473cc lat x24,0
202005,Oruro Ciudad,paceña pilsener 473cc lat x24,0.13
202005,Oruro Provincias,paceña pilsener 473cc lat x24,0.02
202002,Trinidad,brahma 354cc lat x24,0.04
202002,Yacuiba,brahma 354cc lat x24,0.04
202002,Santa Cruz Ciudad,paceña ice 354cc lat x24,0.04
202002,Tarija,paceña pilsener 354cc lat x24 si,0.04
202002,Oruro Ciudad,maltin 473cc lat x24,0.04
202002,Santa Cruz Provincias,brahma 354cc lat x24,0.04
202002,El Alto Ciudad,huari miel 330cc ow x24,0.04
202002,Oruro Provincias,baltica 350cc lat x24,0.04
202002,Santa Cruz Ciudad Norte,becks gold 354cc lat x6,0.04
202002,Cochabamba Ciudad,paceña ice 354cc lat x24,0.04
202002,Cochabamba Ciudad,corona balde ow 355 2x5,0.04
202003,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0
202003,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0.1
202003,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0.12
202003,Santa Cruz Ciudad Norte,paceña pilsener 473cc lat x24,0.02
202003,Santa Cruz Ciudad Norte,paceña pilsener 473cc lat x24,0.11
202003,Santa Cruz Provincias,paceña pilsener 473cc lat x24,0.06
202003,Cochabamba Provincias,paceña pilsener 473cc lat x24,0
202003,Riberalta,paceña pilsener 473cc lat x24,0
202004,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0.28
202004,Santa Cruz Ciudad Norte,paceña pilsener 473cc lat x24,0.53
202005,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0.02
202005,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0.21
202005,Santa Cruz Ciudad Norte,paceña pilsener 473cc lat x24,0.01
202005,Santa Cruz Ciudad Norte,paceña pilsener 473cc lat x24,0.22
202005,Santa Cruz Provincias,paceña pilsener 473cc lat x24,0.02
202002,Oruro Provincias,paceña pilsener 473cc lat x24,0.04
202002,Cochabamba Provincias,huari pilsener 354cc lat x24,0.04
202002,Sucre,paceña pilsener 354cc lat x24 si,0.04
202002,Potosi,baltica 473cc lat x24,0.04
202002,Potosi,corona balde ow 355 2x5,0.04
202002,Sucre,baltica 473cc lat x24,0.04
202002,La Paz Ciudad,huari 330cc ow 8x2,0.04
202002,Santa Cruz Provincias,paceña pilsener 710cc ret x12 si,0.04
202002,Yacuiba,paceña pilsener 710cc ret x12 si,0.04
202002,Santa Cruz Ciudad Norte,paceña ice ow 300 cc x 24 six pack,0.04
202002,Santa Cruz Ciudad,corona balde ow 355 2x5,0.04
202002,Santa Cruz Provincias,paceña pilsener 300cc ow x24,0.04
202002,Trinidad,maltin 473cc lat x24,0.04
202002,Santa Cruz Ciudad,becks gold 354cc lat x6,0.04
202002,Pando,paceña pilsener 1l ret x12 si,0.03
202002,Oruro Provincias,maltin 473cc lat x24,0.03
202002,Yacuiba,huari pilsener 620cc ret x12,0.03
202002,Cochabamba Ciudad,imperial 473cc lat x24,0.03
202003,La Paz Ciudad,paceña centenario 350cc ow 6x4,0
202003,La Paz Ciudad,paceña centenario 350cc ow 6x4,0
202003,La Paz Ciudad,paceña centenario 350cc ow 6x4,0.02
202003,El Alto Ciudad,paceña centenario 350cc ow 6x4,0
202003,El Alto Provincias,paceña centenario 350cc ow 6x4,0
202003,Santa Cruz Ciudad,paceña centenario 350cc ow 6x4,0
202003,Santa Cruz Ciudad,paceña centenario 350cc ow 6x4,0
202003,Santa Cruz Ciudad,paceña centenario 350cc ow 6x4,0
202003,Santa Cruz Ciudad Norte,paceña centenario 350cc ow 6x4,0
202003,Santa Cruz Ciudad Norte,paceña centenario 350cc ow 6x4,0.01
202003,Cochabamba Ciudad,paceña centenario 350cc ow 6x4,0
202003,Cochabamba Ciudad,paceña centenario 350cc ow 6x4,0
202003,Cochabamba Ciudad,paceña centenario 350cc ow 6x4,0.01
202003,Trinidad,paceña centenario 350cc ow 6x4,0
202003,Riberalta,paceña centenario 350cc ow 6x4,0
202003,Sucre,paceña centenario 350cc ow 6x4,0
202003,Potosi,paceña centenario 350cc ow 6x4,0
202003,Tarija,paceña centenario 350cc ow 6x4,0
202003,Tarija,paceña centenario 350cc ow 6x4,0
202003,Oruro Ciudad,paceña centenario 350cc ow 6x4,0
202004,La Paz Ciudad,paceña centenario 350cc ow 6x4,0.01
202004,Santa Cruz Ciudad,paceña centenario 350cc ow 6x4,0
202004,Santa Cruz Ciudad Norte,paceña centenario 350cc ow 6x4,0.03
202004,Cochabamba Ciudad,paceña centenario 350cc ow 6x4,0
202004,Sucre,paceña centenario 350cc ow 6x4,0
202005,La Paz Ciudad,paceña centenario 350cc ow 6x4,0
202005,La Paz Ciudad,paceña centenario 350cc ow 6x4,0.01
202005,El Alto Ciudad,paceña centenario 350cc ow 6x4,0
202005,Santa Cruz Ciudad,paceña centenario 350cc ow 6x4,0.01
202005,Santa Cruz Ciudad,paceña centenario 350cc ow 6x4,0.01
202005,Santa Cruz Ciudad Norte,paceña centenario 350cc ow 6x4,0.02
202005,Cochabamba Ciudad,paceña centenario 350cc ow 6x4,0.01
202005,Trinidad,paceña centenario 350cc ow 6x4,0
202005,Sucre,paceña centenario 350cc ow 6x4,0
202005,Potosi,paceña centenario 350cc ow 6x4,0
202005,Tarija,paceña centenario 350cc ow 6x4,0
202005,Oruro Ciudad,paceña centenario 350cc ow 6x4,0
202002,Cochabamba Ciudad,huari miel 330cc ow x24,0.03
202002,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0.03
202002,Tarija,paceña pilsener 473cc lat x24,0.03
202002,Trinidad,paceña pilsener 354cc lat x24 si,0.03
202002,Santa Cruz Provincias,huari miel 330cc ow x24,0.03
202002,Cochabamba Provincias,taquiña export 710cc ret x12,0.03
202002,Potosi,maltin 473cc lat x24,0.03
202002,La Paz Ciudad,bock 473cc lat x24,0.03
202002,Cochabamba Ciudad,maltin 620cc ret x12,0.03
202002,Sucre,huari pilsener 620cc ret x12,0.03
202002,La Paz Ciudad,huari miel 330cc ow x24,0.03
202002,La Paz Ciudad,paceña centenario 1l ret x12,0.03
202002,Santa Cruz Ciudad,paceña tropical 50l barril x1,0.03
202002,Yacuiba,brahma fronteras ret 1l x 12,0.03
202002,Santa Cruz Provincias,huari pilsener 620cc ret x12,0.03
202002,Santa Cruz Provincias,baltica 473cc lat x24,0.03
202002,Pando,baltica 350cc lat x24,0.03
202002,Santa Cruz Ciudad Norte,ducal 250 ret x24,0.03
202003,La Paz Ciudad,bicervecina el inca 620cc ret x12 si,0.05
202003,La Paz Ciudad,bicervecina el inca 620cc ret x12 si,0.19
202003,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.03
202003,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.14
202003,El Alto Provincias,bicervecina el inca 620cc ret x12 si,0.07
202003,Santa Cruz Ciudad,bicervecina el inca 620cc ret x12 si,0.01
202003,Santa Cruz Ciudad,bicervecina el inca 620cc ret x12 si,0.01
202003,Santa Cruz Ciudad Norte,bicervecina el inca 620cc ret x12 si,0.01
202003,Santa Cruz Ciudad Norte,bicervecina el inca 620cc ret x12 si,0.01
202003,Cochabamba Ciudad,bicervecina el inca 620cc ret x12 si,0.01
202003,Cochabamba Ciudad,bicervecina el inca 620cc ret x12 si,0.12
202003,Cochabamba Provincias,bicervecina el inca 620cc ret x12 si,0.02
202003,Trinidad,bicervecina el inca 620cc ret x12 si,0
202003,Pando,bicervecina el inca 620cc ret x12 si,0
202003,Yacuiba,bicervecina el inca 620cc ret x12 si,0.01
202003,Sucre,bicervecina el inca 620cc ret x12 si,0
202003,Sucre,bicervecina el inca 620cc ret x12 si,0.01
202003,Potosi,bicervecina el inca 620cc ret x12 si,0.01
202003,Potosi,bicervecina el inca 620cc ret x12 si,0.01
202003,Tarija,bicervecina el inca 620cc ret x12 si,0
202003,Tarija,bicervecina el inca 620cc ret x12 si,0.01
202003,Tarija,bicervecina el inca 620cc ret x12 si,0.02
202003,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.03
202003,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.07
202003,Oruro Provincias,bicervecina el inca 620cc ret x12 si,0.03
202004,La Paz Ciudad,bicervecina el inca 620cc ret x12 si,0.51
202004,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.02
202004,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.19
202004,El Alto Provincias,bicervecina el inca 620cc ret x12 si,0.04
202004,Santa Cruz Ciudad,bicervecina el inca 620cc ret x12 si,0.02
202004,Santa Cruz Ciudad Norte,bicervecina el inca 620cc ret x12 si,0.01
202004,Cochabamba Ciudad,bicervecina el inca 620cc ret x12 si,0.26
202004,Trinidad,bicervecina el inca 620cc ret x12 si,0.01
202004,Yacuiba,bicervecina el inca 620cc ret x12 si,0
202004,Sucre,bicervecina el inca 620cc ret x12 si,0.03
202004,Potosi,bicervecina el inca 620cc ret x12 si,0.01
202004,Tarija,bicervecina el inca 620cc ret x12 si,0.04
202004,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.01
202004,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.19
202004,Oruro Provincias,bicervecina el inca 620cc ret x12 si,0.06
202005,La Paz Ciudad,bicervecina el inca 620cc ret x12 si,0.06
202005,La Paz Ciudad,bicervecina el inca 620cc ret x12 si,0.21
202005,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.09
202005,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.1
202005,El Alto Provincias,bicervecina el inca 620cc ret x12 si,0.07
202005,Santa Cruz Ciudad,bicervecina el inca 620cc ret x12 si,0.01
202005,Santa Cruz Ciudad Norte,bicervecina el inca 620cc ret x12 si,0
202005,Cochabamba Ciudad,bicervecina el inca 620cc ret x12 si,0.02
202005,Cochabamba Ciudad,bicervecina el inca 620cc ret x12 si,0.07
202005,Trinidad,bicervecina el inca 620cc ret x12 si,0
202005,Yacuiba,bicervecina el inca 620cc ret x12 si,0
202005,Sucre,bicervecina el inca 620cc ret x12 si,0.01
202005,Potosi,bicervecina el inca 620cc ret x12 si,0
202005,Tarija,bicervecina el inca 620cc ret x12 si,0
202005,Tarija,bicervecina el inca 620cc ret x12 si,0.01
202005,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.02
202005,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.07
202002,Cochabamba Ciudad,paceña pilsener 473cc lat x24,0.03
202002,Santa Cruz Ciudad,brahma 354cc lat x24,0.03
202002,Yacuiba,brahma 354cc lat x24,0.03
202002,Yacuiba,paceña pilsener 473cc lat x24,0.03
202002,Santa Cruz Provincias,huari pilsener 354cc lat x24,0.03
202002,Pando,maltin 473cc lat x24,0.03
202002,Trinidad,baltica 473cc lat x24,0.03
202002,Santa Cruz Provincias,baltica 473cc lat x24,0.03
202002,Potosi,huari miel 330cc ow x24,0.03
202002,Yacuiba,maltin 473cc lat x24,0.03
202002,Tarija,imperial 1l ret x12,0.03
202002,El Alto Provincias,corona balde ow 355 2x5,0.03
202002,La Paz Ciudad,bicervecina el inca 620cc ret x12 si,0.03
202002,Tarija,brahma fronteras ret 1l x 12,0.03
202002,Cochabamba Ciudad,paceña tropical 50l barril x1,0.03
202002,El Alto Provincias,bicervecina el inca 620cc ret x12 si,0.03
202002,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.03
202002,Trinidad,paceña pilsener 620cc ret x156 fut,0.03
202003,La Paz Ciudad,bicervecina el inca 350cc ow x24,0
202003,La Paz Ciudad,bicervecina el inca 350cc ow x24,0
202003,La Paz Ciudad,bicervecina el inca 350cc ow x24,0.01
202003,El Alto Ciudad,bicervecina el inca 350cc ow x24,0
202003,El Alto Ciudad,bicervecina el inca 350cc ow x24,0.01
202003,El Alto Provincias,bicervecina el inca 350cc ow x24,0.01
202003,Santa Cruz Ciudad,bicervecina el inca 350cc ow x24,0.01
202003,Santa Cruz Ciudad,bicervecina el inca 350cc ow x24,0.01
202003,Santa Cruz Ciudad Norte,bicervecina el inca 350cc ow x24,0
202003,Santa Cruz Ciudad Norte,bicervecina el inca 350cc ow x24,0
202003,Trinidad,bicervecina el inca 350cc ow x24,0
202003,Riberalta,bicervecina el inca 350cc ow x24,0.01
202003,Pando,bicervecina el inca 350cc ow x24,0.01
202003,Yacuiba,bicervecina el inca 350cc ow x24,0
202003,Yacuiba,bicervecina el inca 350cc ow x24,0
202003,Sucre,bicervecina el inca 350cc ow x24,0
202003,Potosi,bicervecina el inca 350cc ow x24,0
202003,Tarija,bicervecina el inca 350cc ow x24,0
202003,Tarija,bicervecina el inca 350cc ow x24,0
202003,Oruro Ciudad,bicervecina el inca 350cc ow x24,0
202003,Oruro Ciudad,bicervecina el inca 350cc ow x24,0
202003,Oruro Provincias,bicervecina el inca 350cc ow x24,0
202004,La Paz Ciudad,bicervecina el inca 350cc ow x24,0.07
202004,El Alto Ciudad,bicervecina el inca 350cc ow x24,0
202004,El Alto Ciudad,bicervecina el inca 350cc ow x24,0.01
202004,El Alto Provincias,bicervecina el inca 350cc ow x24,0.07
202004,Santa Cruz Ciudad,bicervecina el inca 350cc ow x24,0.01
202004,Santa Cruz Ciudad Norte,bicervecina el inca 350cc ow x24,0.01
202004,Cochabamba Ciudad,bicervecina el inca 350cc ow x24,0.01
202004,Trinidad,bicervecina el inca 350cc ow x24,0
202004,Riberalta,bicervecina el inca 350cc ow x24,0.02
202004,Yacuiba,bicervecina el inca 350cc ow x24,0
202004,Sucre,bicervecina el inca 350cc ow x24,0.02
202004,Potosi,bicervecina el inca 350cc ow x24,0
202004,Tarija,bicervecina el inca 350cc ow x24,0
202004,Oruro Ciudad,bicervecina el inca 350cc ow x24,0.01
202005,La Paz Ciudad,bicervecina el inca 350cc ow x24,0
202005,La Paz Ciudad,bicervecina el inca 350cc ow x24,0.01
202005,El Alto Ciudad,bicervecina el inca 350cc ow x24,0
202005,El Alto Ciudad,bicervecina el inca 350cc ow x24,0
202005,El Alto Provincias,bicervecina el inca 350cc ow x24,0
202005,Santa Cruz Ciudad,bicervecina el inca 350cc ow x24,0
202005,Santa Cruz Ciudad,bicervecina el inca 350cc ow x24,0
202005,Santa Cruz Ciudad Norte,bicervecina el inca 350cc ow x24,0
202005,Cochabamba Ciudad,bicervecina el inca 350cc ow x24,0.01
202005,Trinidad,bicervecina el inca 350cc ow x24,0
202005,Yacuiba,bicervecina el inca 350cc ow x24,0
202005,Sucre,bicervecina el inca 350cc ow x24,0
202005,Potosi,bicervecina el inca 350cc ow x24,0
202005,Tarija,bicervecina el inca 350cc ow x24,0
202005,Tarija,bicervecina el inca 350cc ow x24,0
202005,Oruro Ciudad,bicervecina el inca 350cc ow x24,0
202005,Oruro Ciudad,bicervecina el inca 350cc ow x24,0
202002,El Alto Ciudad,paceña pilsener 354cc lat x24 si,0.03
202002,Santa Cruz Ciudad Norte,corona balde ow 355 2x5,0.03
202002,Tarija,imperial 473cc lat x24,0.03
202002,Santa Cruz Ciudad Norte,huari pilsener 354cc lat x24,0.03
202002,Sucre,baltica 473cc lat x24,0.03
202002,Oruro Ciudad,huari pilsener 620cc ret x12,0.03
202002,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0.03
202002,Cochabamba Ciudad,becks gold 354cc lat x6,0.03
202002,Santa Cruz Ciudad,ducal 250 ret x24,0.03
202002,Pando,huari pilsener 620cc ret x12,0.03
202002,Oruro Provincias,baltica 473cc lat x24,0.03
202002,Santa Cruz Ciudad,imperial 620cc ret x12,0.03
202002,Pando,paceña ice 354cc lat x24,0.03
202002,Riberalta,paceña pilsener 1l ret x12 si,0.03
202002,Santa Cruz Ciudad Norte,huari miel 330cc ow x24,0.03
202002,Sucre,corona balde ow 355 2x5,0.02
202003,La Paz Ciudad,paceña ice ow 300 cc x 24 six pack,0
202003,La Paz Ciudad,paceña ice ow 300 cc x 24 six pack,0
202003,La Paz Ciudad,paceña ice ow 300 cc x 24 six pack,0.01
202003,El Alto Provincias,paceña ice ow 300 cc x 24 six pack,0
202003,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.03
202003,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.03
202003,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.08
202003,Santa Cruz Ciudad Norte,paceña ice ow 300 cc x 24 six pack,0.01
202003,Santa Cruz Ciudad Norte,paceña ice ow 300 cc x 24 six pack,0.03
202003,Santa Cruz Provincias,paceña ice ow 300 cc x 24 six pack,0.02
202003,Santa Cruz Provincias,paceña ice ow 300 cc x 24 six pack,0.16
202003,Cochabamba Ciudad,paceña ice ow 300 cc x 24 six pack,0
202003,Cochabamba Ciudad,paceña ice ow 300 cc x 24 six pack,0
202003,Cochabamba Provincias,paceña ice ow 300 cc x 24 six pack,0
202003,Trinidad,paceña ice ow 300 cc x 24 six pack,0.02
202003,Riberalta,paceña ice ow 300 cc x 24 six pack,0
202003,Pando,paceña ice ow 300 cc x 24 six pack,0
202003,Yacuiba,paceña ice ow 300 cc x 24 six pack,0
202004,La Paz Ciudad,paceña ice ow 300 cc x 24 six pack,0
202004,El Alto Ciudad,paceña ice ow 300 cc x 24 six pack,0
202004,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.02
202004,Santa Cruz Ciudad Norte,paceña ice ow 300 cc x 24 six pack,0.22
202004,Cochabamba Ciudad,paceña ice ow 300 cc x 24 six pack,0
202004,Yacuiba,paceña ice ow 300 cc x 24 six pack,0
202005,La Paz Ciudad,paceña ice ow 300 cc x 24 six pack,0
202005,El Alto Ciudad,paceña ice ow 300 cc x 24 six pack,0
202005,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.09
202005,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.1
202005,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.14
202005,Santa Cruz Ciudad Norte,paceña ice ow 300 cc x 24 six pack,0.16
202005,Santa Cruz Provincias,paceña ice ow 300 cc x 24 six pack,0.01
202005,Santa Cruz Provincias,paceña ice ow 300 cc x 24 six pack,0.54
202005,Cochabamba Ciudad,paceña ice ow 300 cc x 24 six pack,0.03
202005,Cochabamba Provincias,paceña ice ow 300 cc x 24 six pack,0.01
202005,Trinidad,paceña ice ow 300 cc x 24 six pack,0
202002,Santa Cruz Ciudad,ducal 620cc ret x12,0.02
202002,El Alto Ciudad,paceña pilsener 354cc lat x24 si,0.02
202002,Santa Cruz Ciudad,huari miel 330cc ow x24,0.02
202002,Potosi,paceña pilsener 473cc lat x24,0.02
202002,Santa Cruz Ciudad Norte,ducal 620cc ret x12,0.02
202002,Riberalta,brahma fronteras ret 1l x 12,0.02
202002,El Alto Ciudad,bock 473cc lat x24,0.02
202003,La Paz Ciudad,paceña tropical 50l barril x1,0
202003,La Paz Ciudad,paceña tropical 50l barril x1,0.03
202003,El Alto Ciudad,paceña tropical 50l barril x1,0
202003,Santa Cruz Ciudad,paceña tropical 50l barril x1,0.04
202003,Santa Cruz Ciudad Norte,paceña tropical 50l barril x1,0.01
202003,Santa Cruz Ciudad Norte,paceña tropical 50l barril x1,0.09
202003,Cochabamba Ciudad,paceña tropical 50l barril x1,0
202003,Cochabamba Ciudad,paceña tropical 50l barril x1,0.01
202003,Cochabamba Ciudad,paceña tropical 50l barril x1,0.04
202003,Tarija,paceña tropical 50l barril x1,0
202002,El Alto Ciudad,bicervecina el inca 620cc ret x12 si,0.02
202002,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.02
202002,El Alto Ciudad,paceña pilsener 354cc lat x24 si,0.02
202002,Yacuiba,maltin 350cc lat x24,0.02
202002,Riberalta,maltin 473cc lat x24,0.02
202002,Cochabamba Ciudad,huari pilsener 354cc lat x24,0.02
202002,Oruro Ciudad,corona balde ow 355 2x5,0.02
202002,Tarija,maltin 350cc lat x24,0.02
202002,Oruro Ciudad,imperial 620cc ret x12,0.02
202002,Yacuiba,maltin 350cc lat x24,0.02
202002,Oruro Provincias,huari miel 330cc ow x24,0.02
202002,Cochabamba Ciudad,huari 330cc ow 8x2,0.02
202002,Cochabamba Ciudad,bock 473cc lat x24,0.02
202002,El Alto Ciudad,huari miel 330cc ow x24,0.02
202002,Santa Cruz Ciudad Norte,brahma 354cc lat x24,0.02
202002,Cochabamba Ciudad,imperial 473cc lat x24,0.02
202002,Santa Cruz Ciudad,corona balde ow 355 2x5,0.02
202002,Trinidad,imperial 350cc lat x24,0.02
202002,Oruro Provincias,maltin 350cc lat x24,0.02
202002,La Paz Ciudad,paceña tropical 50l barril x1,0.02
202002,Trinidad,paceña pilsener 300cc ow x24,0.02
202002,Yacuiba,brahma 354cc lat x24,0.02
202003,La Paz Ciudad,corona balde ow 355 2x5,0
202003,La Paz Ciudad,corona balde ow 355 2x5,0.01
202003,La Paz Ciudad,corona balde ow 355 2x5,0.07
202003,El Alto Ciudad,corona balde ow 355 2x5,0.01
202003,El Alto Ciudad,corona balde ow 355 2x5,0.03
202003,El Alto Provincias,corona balde ow 355 2x5,0.12
202003,Santa Cruz Ciudad,corona balde ow 355 2x5,0.02
202003,Santa Cruz Ciudad,corona balde ow 355 2x5,0.05
202003,Santa Cruz Ciudad,corona balde ow 355 2x5,0.11
202003,Santa Cruz Ciudad Norte,corona balde ow 355 2x5,0.02
202003,Santa Cruz Ciudad Norte,corona balde ow 355 2x5,0.15
202003,Santa Cruz Provincias,corona balde ow 355 2x5,0.01
202003,Santa Cruz Provincias,corona balde ow 355 2x5,0.14
202003,Cochabamba Ciudad,corona balde ow 355 2x5,0.01
202003,Cochabamba Ciudad,corona balde ow 355 2x5,0.05
202003,Cochabamba Ciudad,corona balde ow 355 2x5,0.17
202003,Cochabamba Provincias,corona balde ow 355 2x5,0.07
202003,Trinidad,corona balde ow 355 2x5,0.01
202003,Trinidad,corona balde ow 355 2x5,0.07
202003,Riberalta,corona balde ow 355 2x5,0.04
202003,Yacuiba,corona balde ow 355 2x5,0
202003,Sucre,corona balde ow 355 2x5,0.02
202003,Potosi,corona balde ow 355 2x5,0.02
202003,Tarija,corona balde ow 355 2x5,0.02
202003,Tarija,corona balde ow 355 2x5,0.02
202003,Oruro Ciudad,corona balde ow 355 2x5,0
202003,Oruro Ciudad,corona balde ow 355 2x5,0
202003,Oruro Ciudad,corona balde ow 355 2x5,0.02
202003,Oruro Provincias,corona balde ow 355 2x5,0.01
202004,La Paz Ciudad,corona balde ow 355 2x5,0
202004,La Paz Ciudad,corona balde ow 355 2x5,0.08
202004,El Alto Ciudad,corona balde ow 355 2x5,0.02
202004,Santa Cruz Ciudad,corona balde ow 355 2x5,0.12
202004,Santa Cruz Ciudad,corona balde ow 355 2x5,0.19
202004,Santa Cruz Ciudad Norte,corona balde ow 355 2x5,0.56
202004,Cochabamba Ciudad,corona balde ow 355 2x5,0.24
202004,Cochabamba Provincias,corona balde ow 355 2x5,0.1
202004,Yacuiba,corona balde ow 355 2x5,0
202004,Sucre,corona balde ow 355 2x5,0.04
202004,Potosi,corona balde ow 355 2x5,0.01
202004,Tarija,corona balde ow 355 2x5,0.01
202004,Oruro Ciudad,corona balde ow 355 2x5,0
202004,Oruro Ciudad,corona balde ow 355 2x5,0.02
202005,La Paz Ciudad,corona balde ow 355 2x5,0.02
202005,La Paz Ciudad,corona balde ow 355 2x5,0.07
202005,El Alto Ciudad,corona balde ow 355 2x5,0
202005,El Alto Ciudad,corona balde ow 355 2x5,0.03
202005,El Alto Provincias,corona balde ow 355 2x5,0
202005,Santa Cruz Ciudad,corona balde ow 355 2x5,0.01
202005,Santa Cruz Ciudad,corona balde ow 355 2x5,0.02
202005,Santa Cruz Ciudad,corona balde ow 355 2x5,0.12
202005,Santa Cruz Ciudad Norte,corona balde ow 355 2x5,0.01
202005,Santa Cruz Ciudad Norte,corona balde ow 355 2x5,0.21
202005,Santa Cruz Provincias,corona balde ow 355 2x5,0.06
202005,Cochabamba Ciudad,corona balde ow 355 2x5,0.02
202005,Cochabamba Ciudad,corona balde ow 355 2x5,0.27
202005,Cochabamba Provincias,corona balde ow 355 2x5,0.18
202005,Trinidad,corona balde ow 355 2x5,0.07
202005,Yacuiba,corona balde ow 355 2x5,0
202005,Sucre,corona balde ow 355 2x5,0.03
202005,Potosi,corona balde ow 355 2x5,0.01
202005,Tarija,corona balde ow 355 2x5,0.01
202005,Oruro Ciudad,corona balde ow 355 2x5,0
202005,Oruro Ciudad,corona balde ow 355 2x5,0.01
202002,Oruro Ciudad,paceña pilsener 473cc lat x24,0.02
202002,Santa Cruz Ciudad,huari 330cc ow 8x2,0.02
202002,El Alto Ciudad,maltin 620cc ret x12,0.02
202002,Santa Cruz Ciudad Norte,paceña ice ow 300 cc x 24 six pack,0.02
202002,La Paz Ciudad,paceña pilsener 354cc lat x24 si,0.02
202002,El Alto Ciudad,corona balde ow 355 2x5,0.02
202002,Tarija,baltica 350cc lat x24,0.02
202002,Oruro Ciudad,maltin 350cc lat x24,0.02
202002,El Alto Ciudad,paceña centenario ret x12 620,0.02
202002,Trinidad,ducal 354cc lat x24 imp,0.02
202002,Santa Cruz Provincias,paceña ice ow 300 cc x 24 six pack,0.02
202002,Santa Cruz Ciudad,paceña ice ow 300 cc x 24 six pack,0.02
202003,La Paz Ciudad,bock 473cc lat x24,0
202003,La Paz Ciudad,bock 473cc lat x24,0.03
202003,La Paz Ciudad,bock 473cc lat x24,0.16
202003,El Alto Ciudad,bock 473cc lat x24,0.01
202003,El Alto Ciudad,bock 473cc lat x24,0.04
202003,El Alto Provincias,bock 473cc lat x24,0
202003,Cochabamba Ciudad,bock 473cc lat x24,0
202003,Cochabamba Ciudad,bock 473cc lat x24,0
202003,Cochabamba Ciudad,bock 473cc lat x24,0.02
202003,Trinidad,bock 473cc lat x24,0.01
202003,Sucre,bock 473cc lat x24,0.01
202003,Potosi,bock 473cc lat x24,0
202003,Tarija,bock 473cc lat x24,0
202003,Tarija,bock 473cc lat x24,0.01
202003,Oruro Ciudad,bock 473cc lat x24,0
202003,Oruro Ciudad,bock 473cc lat x24,0
202003,Oruro Ciudad,bock 473cc lat x24,0
202003,Oruro Provincias,bock 473cc lat x24,0
202004,La Paz Ciudad,bock 473cc lat x24,0.21
202004,El Alto Ciudad,bock 473cc lat x24,0.03
202004,Cochabamba Ciudad,bock 473cc lat x24,0.06
202004,Sucre,bock 473cc lat x24,0.01
202004,Potosi,bock 473cc lat x24,0
202004,Tarija,bock 473cc lat x24,0
202004,Oruro Ciudad,bock 473cc lat x24,0.01
202005,La Paz Ciudad,bock 473cc lat x24,0.02
202005,La Paz Ciudad,bock 473cc lat x24,0.22
202005,El Alto Ciudad,bock 473cc lat x24,0.04
202005,Cochabamba Ciudad,bock 473cc lat x24,0
202005,Cochabamba Ciudad,bock 473cc lat x24,0.03
202005,Trinidad,bock 473cc lat x24,0
202005,Sucre,bock 473cc lat x24,0.01
202005,Potosi,bock 473cc lat x24,0
202005,Tarija,bock 473cc lat x24,0
202005,Oruro Ciudad,bock 473cc lat x24,0.01
202002,La Paz Ciudad,imperial 620cc ret x12,0.02
202002,Oruro Ciudad,baltica 350cc lat x24,0.02
202002,Oruro Provincias,bicervecina el inca 620cc ret x12 si,0.02
202002,Tarija,imperial 1l ret x12,0.02
202002,Potosi,paceña pilsener 354cc lat x24 si,0.02
202002,El Alto Provincias,paceña centenario ret x12 620,0.02
202002,Oruro Ciudad,bicervecina el inca 620cc ret x12 si,0.02
